team_id,team_name,fifa_code,confederation,matches_played,wins,draws,losses,goals_for,goals_against,goal_difference,avg_goals_for,avg_goals_against,win_rate,points
46,Congo,CGO,CAF,42,7,13,22,37,72,-35,0.8809523809523809,1.7142857142857142,0.16666666666666666,34
177,South Sudan,SSD,CAF,49,8,10,31,31,83,-52,0.6326530612244898,1.6938775510204083,0.16326530612244897,34
24,Bhutan,BHU,AFC,26,4,2,20,12,66,-54,0.46153846153846156,2.5384615384615383,0.15384615384615385,14
68,Eswatini,SWZ,CAF,59,9,21,29,52,93,-41,0.8813559322033898,1.576271186440678,0.15254237288135594,48
114,Lithuania,LTU,UEFA,81,12,17,52,55,151,-96,0.6790123456790124,1.8641975308641976,0.14814814814814814,53
193,Timor-Leste,TLS,AFC,34,5,2,27,27,108,-81,0.7941176470588235,3.176470588235294,0.14705882352941177,17
78,Gibraltar,GIB,UEFA,77,11,11,55,42,208,-166,0.5454545454545454,2.7012987012987013,0.14285714285714285,44
81,Guam,GUM,AFC,21,3,1,17,20,52,-32,0.9523809523809523,2.4761904761904763,0.14285714285714285,10
58,Djibouti,DJI,CAF,30,4,6,20,23,77,-54,0.7666666666666667,2.566666666666667,0.13333333333333333,18
107,Laos,LAO,AFC,39,5,7,27,33,98,-65,0.8461538461538461,2.5128205128205128,0.1282051282051282,22
29,British Virgin Islands,VGB,CONCACAF,33,4,9,20,29,80,-51,0.8787878787878788,2.4242424242424243,0.12121212121212122,21
116,Macau,MAC,AFC,17,2,1,14,8,42,-34,0.47058823529411764,2.4705882352941178,0.11764705882352941,7
201,US Virgin Islands,VIR,CONCACAF,27,3,5,19,22,73,-51,0.8148148148148148,2.7037037037037037,0.1111111111111111,14
5,Andorra,AND,UEFA,82,9,18,55,35,146,-111,0.4268292682926829,1.7804878048780488,0.10975609756097561,45
163,São Tomé and Príncipe,STP,CAF,30,3,4,23,21,80,-59,0.7,2.6666666666666665,0.1,13
7,Anguilla,AIA,CONCACAF,32,3,5,24,16,116,-100,0.5,3.625,0.09375,14
